player,Overall,Nationality,Team,Archetype,Position1,Position2,Height,Weight,Jersey,Year(s) in the NBA,Prior to NBA,Rank current,Rank all,Outside Scoring,Athleticism,Inside Scoring,Playmaking,Defending,Rebounding,Intangibles,Potential,Total Attributes,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Team_Category
Tyreke Evans,83,United States,All-Time Sacramento Kings,Mid-Range Slasher,SF,PG,198,99,13,1,Memphis,429,767,82,80,62,83,65,52,70,83,2737,88,82,73,78,86,85,91,91,62,68,95,75,76,95,35,45,40,63,55,84,82,76,83,91,84,79,54,80,75,47,80,68,54,60,38,66,All-Time
Doug Christie,83,United States,All-Time Sacramento Kings,2-Way Sharpshooter,SG,SF,198,90,13,0,Pepperdine,430,768,82,72,57,76,75,47,65,83,2671,79,92,80,85,80,75,73,70,50,70,83,80,77,78,47,75,25,55,33,64,75,75,79,75,82,71,55,85,71,52,85,85,84,85,40,53,All-Time
Tim Duncan,98,U.S. Virgin Islands,All-Time San Antonio Spurs,2-Way Mid-Range Finisher,PF,C,211,115,21,0,Wake Forest,9,33,88,86,87,59,86,90,70,98,3151,95,95,75,67,98,98,66,63,96,80,98,98,98,78,80,65,98,93,98,89,98,68,55,40,81,49,98,64,74,96,64,98,92,98,85,95,All-Time
David Robinson,96,United States,All-Time San Antonio Spurs,2-Way Mid-Range Finisher,C,PF,216,106,50,0,United States Naval Academy,36,102,88,77,87,47,81,87,96,96,3015,94,93,71,73,96,98,70,63,95,80,85,66,83,80,90,60,92,97,97,93,90,40,54,30,48,62,97,61,61,86,61,98,88,98,86,87,All-Time
George Gervin,95,United States,All-Time San Antonio Spurs,2-Way Slasher,SF,SG,201,83,44,0,Eastern Michigan,49,132,91,90,85,76,79,82,80,96,3208,94,90,79,86,98,98,93,88,70,95,98,95,90,99,60,95,77,88,78,88,95,75,80,83,80,64,70,83,78,65,86,82,88,80,82,82,All-Time
Kawhi Leonard,94,United States,All-Time San Antonio Spurs,2-Way Scoring Machine,SF,PF,201,104,2,9,San Diego State,68,179,89,84,79,77,86,54,40,95,3077,97,92,84,88,90,85,84,78,75,79,94,98,82,85,55,86,50,88,85,88,98,79,82,80,78,68,62,98,79,57,98,97,97,98,43,65,All-Time
Tony Parker,94,France,All-Time San Antonio Spurs,All-Around 2-Way,PG,-,188,83,9,0,France,69,180,93,86,60,92,75,39,98,94,2968,95,95,89,85,97,95,98,96,50,85,95,95,85,97,25,30,30,58,58,82,98,94,95,98,95,80,54,80,85,35,89,84,92,80,30,47,All-Time
Manu Ginobili,90,Argentina,All-Time San Antonio Spurs,Offensive Threat,SG,-,198,0,20,0,Argentina,77,322,91,77,64,90,72,57,95,90,2917,96,88,88,84,92,95,80,89,43,67,90,86,85,95,25,50,40,65,49,89,98,90,95,89,95,82,45,79,70,51,77,82,84,85,52,62,All-Time
Larry Kenon,88,United States,All-Time San Antonio Spurs,2-Way Mid-Range Finisher,SF,-,206,92,35,0,Memphis,237,454,81,78,72,66,79,86,70,88,2896,84,85,65,85,80,85,80,80,60,82,95,75,73,84,35,80,74,72,70,70,89,68,75,68,70,48,83,82,84,62,79,85,85,75,88,83,All-Time
Sean Elliott,87,United States,All-Time San Antonio Spurs,2-Way 3-Level Scorer,SF,SG,203,92,32,0,Arizona,295,535,89,74,72,67,71,44,74,87,2779,86,84,94,86,94,90,74,68,64,70,92,72,78,85,65,75,60,70,65,80,79,67,70,65,69,64,68,83,60,50,83,83,68,70,34,53,All-Time
LaMarcus Aldridge,86,United States,All-Time San Antonio Spurs,Mid-Range Finisher,PF,C,211,108,12,4,Texas,309,563,85,72,83,50,63,81,60,88,2735,95,85,62,85,90,90,43,46,87,62,95,90,80,78,70,69,92,92,92,78,92,55,42,38,70,43,74,48,35,73,52,83,70,70,79,82,All-Time
James Silas,86,United States,All-Time San Antonio Spurs,Scoring Machine,SG,-,185,81,13,0,Stephen F. Austin,326,588,87,77,55,81,59,39,80,86,2622,88,87,82,89,84,90,84,84,44,84,90,79,77,86,25,30,25,60,38,82,90,82,86,84,84,70,30,66,60,40,66,78,69,65,34,44,All-Time
Bruce Bowen,86,United States,All-Time San Antonio Spurs,2-Way Sharpshooter,SF,SG,201,99,12,0,Fullerton,344,607,81,79,62,68,83,42,50,86,2756,65,88,91,63,80,98,78,75,75,67,91,85,80,70,35,65,35,48,74,79,90,77,76,68,80,38,64,96,69,61,96,95,88,97,36,47,All-Time
Artis Gilmore,85,United States,All-Time San Antonio Spurs,Paint Beast,C,-,218,108,53,0,Jacksonville University,372,661,73,74,76,47,72,82,80,85,2704,88,71,34,70,88,85,61,50,91,72,83,80,81,75,70,55,84,80,89,78,80,58,44,25,54,55,83,49,60,90,49,84,80,80,80,83,All-Time
Johnny Moore,84,United States,All-Time San Antonio Spurs,Slashing Playmaker,PG,-,193,79,0,0,Texas,410,721,80,75,50,91,68,47,40,84,2630,79,78,76,85,82,80,85,85,34,82,88,73,80,84,25,25,25,40,26,88,89,95,86,85,95,96,38,75,84,37,85,74,84,70,38,55,All-Time
Danny Green,83,United States,All-Time San Antonio Spurs,3 & D Guard,SG,SF,198,97,14,1,UNC,422,757,82,73,55,63,79,45,85,83,2642,79,80,90,84,90,70,59,74,60,69,83,85,82,80,40,63,30,54,35,52,82,70,70,60,75,38,62,90,65,66,90,88,80,90,35,54,All-Time
Avery Johnson,83,United States,All-Time San Antonio Spurs,2-Way Slashing Playmaker,PG,SG,178,79,15,0,Southern University and A&M College,432,771,76,82,45,91,70,35,50,83,2612,75,78,62,72,85,85,86,90,58,75,91,90,86,88,25,25,25,29,25,56,85,94,88,91,92,92,55,82,63,37,85,82,78,80,32,37,All-Time
Kawhi Leonard,97,United States,All-Time Toronto Raptors,2-Way Scoring Machine,SF,PF,201,104,2,9,San Diego State,16,50,91,84,80,77,88,59,70,98,3148,94,87,83,85,96,98,81,76,75,79,94,98,82,93,55,86,50,88,85,88,98,79,86,79,78,63,79,97,92,50,97,97,97,98,45,72,All-Time
Vince Carter,96,United States,All-Time Toronto Raptors,Scoring Machine,SF,SG,198,99,15,2,UNC,38,105,92,88,81,82,74,53,85,96,3105,91,92,90,83,98,98,90,89,65,99,98,95,79,93,80,99,46,78,67,88,98,82,86,85,85,70,60,80,63,61,85,77,88,80,51,55,All-Time
Chris Bosh,90,United States,All-Time Toronto Raptors,2-Way Mid-Range Finisher,PF,C,211,106,4,0,Georgia Tech,141,317,90,81,84,55,73,90,95,91,3009,94,92,75,84,98,95,72,60,80,80,95,95,87,78,80,69,86,84,94,89,95,52,58,52,69,43,85,78,57,61,60,85,76,85,88,92,All-Time
DeMar DeRozan,89,United States,All-Time Toronto Raptors,Mid-Range Slasher,SG,SF,201,99,10,1,Southern California,172,372,89,82,78,78,64,50,90,89,2914,98,93,65,84,98,98,81,84,48,88,98,85,91,96,55,90,40,78,74,97,94,78,81,83,79,70,40,78,61,35,83,74,73,65,40,60,All-Time
Kyle Lowry,89,United States,All-Time Toronto Raptors,2-Way Inside-Out Playmaker,PG,-,183,92,7,4,Villanova,176,377,88,83,56,86,74,46,88,89,2841,84,79,87,82,95,98,83,84,70,72,96,97,79,91,25,25,38,44,40,88,95,90,86,86,92,74,58,85,65,42,87,84,87,85,36,55,All-Time
Damon Stoudamire,87,United States,All-Time Toronto Raptors,Offensive Threat,PG,-,178,77,20,0,Arizona,290,530,89,79,47,92,51,44,75,87,2581,88,85,89,84,95,90,88,90,51,84,98,71,72,88,25,25,25,40,25,80,70,93,89,95,94,90,27,66,63,25,66,74,47,40,41,46,All-Time
Pascal Siakam,86,Cameroon,All-Time Toronto Raptors,2-Way Mid-Range Finisher,PF,C,206,104,43,4,New Mexico State,307,557,88,81,78,53,71,62,85,89,2843,95,87,77,79,98,90,70,73,70,79,95,95,82,88,90,80,70,69,74,69,84,40,69,55,45,58,86,60,42,56,60,88,82,90,55,69,All-Time
Jose Calderon,86,Spain,All-Time Toronto Raptors,Offensive Threat,PG,SG,191,95,8,5,Spain,318,579,95,72,45,87,58,42,94,86,2593,93,95,97,98,98,90,73,68,30,70,90,94,78,79,25,25,25,35,26,52,92,95,83,76,96,85,47,66,62,32,66,64,65,60,31,52,All-Time
Tracy McGrady,85,United States,All-Time Toronto Raptors,Mid-Range Slasher,SG,PG,203,95,1,0,Mount Zion Christian Academy,365,652,77,85,80,72,69,64,90,85,2908,86,84,79,70,70,75,93,90,68,98,90,80,73,84,75,97,61,84,74,76,90,58,84,84,65,67,66,65,64,81,65,70,75,65,65,62,All-Time
Antonio Davis,85,United States,All-Time Toronto Raptors,Paint Beast,C,PF,206,97,34,0,Texas-El Paso,367,655,77,72,82,41,70,88,88,85,2727,89,80,35,82,91,85,55,45,80,59,94,90,80,70,95,80,84,72,84,83,84,45,35,25,66,32,87,46,62,75,46,88,70,85,88,87,All-Time
Morris Peterson,85,United States,All-Time Toronto Raptors,2-Way Sharpshooter,SG,SF,201,97,24,0,Michigan State,379,668,87,83,71,69,74,51,70,85,2862,80,84,88,84,94,90,78,75,68,85,98,92,82,80,60,75,50,75,60,80,88,70,78,69,82,47,64,83,74,58,83,84,78,70,45,56,All-Time
Doug Christie,84,United States,All-Time Toronto Raptors,2-Way Sharpshooter,SG,SF,198,90,13,0,Pepperdine,402,712,87,74,57,77,74,47,80,84,2724,83,88,88,84,92,85,76,75,50,70,83,86,77,78,47,75,25,55,33,67,75,75,79,80,82,71,55,81,82,52,81,82,75,80,40,53,All-Time
Jonas Valanciunas,81,Lithuania,All-Time Toronto Raptors,Mid-Range Finisher,C,-,213,115,17,9,Lithuania,442,826,71,67,71,38,60,87,80,83,2469,97,84,27,81,84,55,61,40,84,54,79,70,81,59,80,65,81,64,80,71,64,36,35,25,65,29,80,41,57,66,41,83,54,60,82,91,All-Time
Serge Ibaka,81,Congo  /  Spain,All-Time Toronto Raptors,Mid-Range Specialist,PF,C,208,106,9,2,Congo,443,833,82,73,69,38,65,62,95,81,2566,96,94,79,80,85,60,49,46,75,83,91,75,94,71,80,80,60,57,70,50,81,29,35,25,72,29,80,41,55,77,41,80,71,75,46,78,All-Time
Fred VanVleet,79,United States,All-Time Toronto Raptors,2-Way 3PT Playmaker,PG,-,183,88,23,4,Wichita State,448,903,82,70,47,81,66,39,95,82,2538,73,73,82,84,93,85,74,68,42,70,85,70,82,80,25,35,30,32,28,59,85,84,86,74,90,71,27,83,46,47,87,79,80,75,31,46,All-Time
Karl Malone,97,United States,All-Time Utah Jazz,2-Way 3-Level Scorer,PF,C,206,113,32,0,Louisiana Tech,22,69,92,87,83,65,73,96,96,97,3115,99,95,80,80,98,98,78,73,97,80,92,92,99,72,75,75,65,96,98,95,85,68,60,60,66,70,96,30,63,85,30,96,90,95,95,96,All-Time
John Stockton,97,United States,All-Time Utah Jazz,All-Around 2-Way,PG,SG,185,77,12,0,Gonzaga,28,82,92,91,48,97,84,41,70,97,2976,93,92,93,82,98,95,95,95,69,84,98,98,99,95,25,25,25,29,25,71,85,99,93,95,99,99,50,96,99,35,97,97,99,98,37,45,All-Time
Pete Maravich,95,United States,All-Time Utah Jazz,Offensive Threat,SG,PG,196,89,7,0,LSU,55,147,94,82,64,89,64,43,90,95,2871,91,95,95,87,98,98,88,88,41,80,95,84,96,96,25,48,40,74,51,90,85,78,95,89,92,90,38,75,63,28,75,82,65,85,38,48,All-Time
Adrian Dantley,92,United States,All-Time Utah Jazz,Mid-Range Slasher,SF,-,196,94,4,0,Notre Dame,122,277,91,89,88,81,74,74,60,92,3158,97,95,68,89,98,98,88,84,82,90,98,97,82,97,65,85,86,87,85,98,98,82,82,83,82,74,69,80,70,39,80,82,84,85,72,75,All-Time
Mark Eaton,89,United States,All-Time Utah Jazz,Glass-Cleaning Lockdown,C,-,224,124,53,0,UCLA,169,369,66,63,69,32,71,92,94,89,2483,85,48,25,71,92,75,25,25,95,40,92,75,86,68,90,50,80,58,58,70,80,39,28,25,38,32,97,28,30,98,28,97,90,98,90,94,All-Time
Andrei Kirilenko,89,Russia,All-Time Utah Jazz,Scoring Machine,PF,SF,206,106,47,0,Utah Jazz,199,403,85,79,77,74,85,85,40,89,3024,86,88,82,80,95,80,78,76,70,78,90,91,73,88,55,67,70,73,82,82,95,78,82,73,74,62,80,72,88,91,72,92,92,90,83,87,All-Time
Gordon Hayward,88,United States,All-Time Utah Jazz,3-Level Scorer,SF,-,203,102,20,0,Butler,216,432,88,76,68,74,66,50,90,88,2770,82,84,85,84,97,95,79,74,42,75,95,86,78,90,40,75,40,65,58,81,91,75,77,74,79,66,56,81,61,40,81,73,58,75,36,64,All-Time
Rudy Gobert,88,France,All-Time Utah Jazz,Glass-Cleaning Lockdown,C,-,216,110,27,7,France,232,449,65,68,76,36,77,92,75,88,2623,71,63,25,64,97,70,48,25,82,57,95,90,81,79,95,75,70,58,64,84,85,25,35,25,58,38,96,64,40,87,65,97,74,95,91,92,All-Time
Carlos Boozer,88,Germany,All-Time Utah Jazz,Mid-Range Finisher,PF,-,206,120,5,0,Duke,240,457,79,72,85,47,61,92,60,88,2706,92,92,33,74,90,90,59,50,94,75,90,61,78,72,85,75,92,94,92,74,92,52,40,30,74,40,79,44,63,51,44,70,63,70,90,94,All-Time
Darrel Griffith,87,United States,All-Time Utah Jazz,3-Level Scorer,SG,SF,193,83,35,0,Louisville,273,505,87,73,69,76,72,43,95,87,2811,92,82,83,78,98,90,80,83,50,62,94,75,70,89,35,95,35,70,60,80,86,76,78,79,78,71,64,78,65,37,80,82,88,80,41,45,All-Time
Thurl Bailey,86,United States,All-Time Utah Jazz,Mid-Range Finisher,PF,SF,211,97,41,0,NC State,335,597,82,82,80,70,68,67,70,86,2889,85,83,56,84,95,90,73,73,78,80,98,90,85,77,80,80,81,82,82,65,92,72,76,58,75,67,79,60,63,42,60,80,78,80,64,70,All-Time
Truck Robinson,86,United States,All-Time Utah Jazz,2-Way Mid-Range Finisher,PF,-,201,101,21,0,Tennessee State,337,600,81,84,82,52,65,91,65,86,2837,90,88,60,70,82,95,74,70,97,82,95,95,77,84,85,75,80,80,88,76,85,55,35,55,61,52,79,42,62,65,42,79,74,75,88,94,All-Time
Donovan Mitchell,85,United States,All-Time Utah Jazz,Mid-Range Finisher,SG,PG,191,97,45,3,Louisville,375,664,85,86,61,71,69,44,75,85,2750,80,83,76,84,92,95,95,88,60,97,89,90,80,87,50,97,25,44,38,64,80,75,74,78,62,68,48,78,69,47,85,77,78,70,36,51,All-Time
Paul Millsap,84,United States,All-Time Utah Jazz,Mid-Range Finisher,PF,SF,203,114,24,4,Louisiana Tech,395,704,78,74,80,62,71,73,95,84,2830,78,81,73,76,85,75,59,39,87,66,89,89,89,79,70,73,81,84,89,73,93,61,64,50,70,63,78,53,79,80,53,77,74,75,66,80,All-Time
Jeff Hornacek,84,United States,All-Time Utah Jazz,Sharpshooter,SG,PG,191,86,14,0,Iowa State,399,708,87,69,52,74,68,46,85,84,2592,80,90,92,90,85,85,63,61,35,66,88,83,88,76,35,40,35,51,25,72,81,75,76,66,82,71,36,80,73,37,80,80,75,80,42,49,All-Time
Elvin Hayes,96,United States,All-Time Washington Wizards,Paint Beast,PF,C,206,106,11,0,Houston,44,117,84,83,89,54,82,98,78,96,3097,96,72,70,69,98,98,75,63,90,80,97,95,84,72,90,85,93,96,95,85,95,58,52,50,60,52,95,60,80,94,60,96,78,95,97,98,All-Time
Wes Unseld,94,United States,All-Time Washington Wizards,2-Way Mid-Range Maestro,C,PF,201,110,41,0,Louisville,80,199,85,92,96,78,82,98,65,94,3322,96,84,78,70,98,85,79,78,98,96,97,98,98,95,95,95,97,96,96,95,95,82,75,55,94,85,85,68,88,95,68,88,80,85,98,98,All-Time
Gilbert Arenas,93,United States,All-Time Washington Wizards,All-Around 2-Way,PG,SG,191,86,0,0,Arizona,82,212,91,93,78,89,74,58,90,96,3148,88,92,89,82,98,95,94,94,78,95,98,96,95,95,35,75,60,88,74,96,98,90,92,94,92,75,67,79,75,50,89,75,78,75,54,62,All-Time
John Wall,90,United States,All-Time Washington Wizards,2-Way Slashing Playmaker,PG,-,193,88,2,0,Kentucky,149,330,84,86,63,92,76,44,90,90,2951,75,80,76,80,96,95,96,88,60,88,95,95,83,93,25,85,35,57,42,79,90,85,90,96,96,93,38,86,81,55,92,82,92,85,36,51,All-Time
Earl Monroe,89,United States,All-Time Washington Wizards,All-Around 2-Way,PG,SG,191,83,10,0,Winston-Salem State University,158,344,88,83,57,86,71,35,96,95,2820,84,84,81,83,97,98,81,81,68,82,94,92,80,95,25,48,36,44,33,90,85,88,89,80,88,84,30,82,78,40,85,85,84,85,32,38,All-Time
Moses Malone,89,United States,All-Time Washington Wizards,Paint Beast,C,PF,208,117,4,0,Petersburg High School,159,347,79,68,86,50,71,88,75,95,2807,93,65,43,81,98,95,43,38,92,60,90,66,90,72,97,46,94,89,96,99,98,60,45,43,70,32,94,42,58,63,42,88,84,95,91,85,All-Time
Phil Chenier,88,United States,All-Time Washington Wizards,Scoring Machine,SG,PG,191,81,45,0,California,221,438,90,76,59,79,69,47,85,88,2755,84,90,89,84,97,95,80,80,50,77,95,70,81,88,35,50,32,37,68,74,89,81,86,78,82,69,38,79,77,44,79,74,82,75,38,55,All-Time
Caron Butler,88,United States,All-Time Washington Wizards,3-Level Scorer,SF,-,201,103,3,0,UConn,222,439,90,78,69,75,63,46,85,88,2785,86,90,86,90,93,95,78,76,74,60,95,79,86,86,35,80,47,75,74,87,70,70,80,74,80,72,54,75,75,37,75,74,58,55,40,51,All-Time
Chris Webber,87,United States,All-Time Washington Wizards,3-Level Scorer,PF,C,206,110,4,0,Michigan,252,471,82,79,84,58,70,87,85,93,2917,91,84,85,53,85,95,73,63,74,85,95,80,85,82,85,84,85,88,88,70,88,59,70,40,63,60,78,52,70,80,52,79,70,75,85,88,All-Time
Rod Strickland,87,United States,All-Time Washington Wizards,Offensive Threat,PG,SG,191,87,1,0,DePaul,253,475,85,80,57,92,68,35,70,91,2761,84,86,80,74,90,93,90,94,35,79,97,85,79,96,35,40,28,57,33,78,89,90,97,93,92,90,45,75,62,40,88,78,84,75,33,36,All-Time
Bradley Beal,87,United States,All-Time Washington Wizards,Scoring Machine,SG,SF,196,93,3,8,Florida,261,493,88,79,64,78,64,47,98,87,2777,85,83,82,81,98,98,76,83,56,87,94,78,81,89,30,75,55,55,44,84,81,77,85,76,82,72,45,74,56,56,75,75,65,65,40,54,All-Time
Antawn Jamison,87,United States,All-Time Washington Wizards,3-Level Scorer,PF,SF,203,100,4,0,UNC,286,524,85,81,80,61,68,81,80,87,2894,86,84,80,76,95,90,73,73,82,71,98,95,75,78,80,70,83,84,82,72,90,64,64,60,65,50,78,66,50,67,66,75,78,65,80,82,All-Time
Jeff Malone,86,United States,All-Time Washington Wizards,Mid-Range Finisher,SG,SF,193,92,24,0,Mississippi State,306,556,90,81,73,71,61,50,90,89,2820,92,95,70,92,95,95,81,80,48,88,95,85,91,96,55,85,40,70,64,82,94,71,79,73,70,64,40,74,61,35,78,70,68,65,40,60,All-Time
Bernard King,86,United States,All-Time Washington Wizards,Slashing Playmaker,SF,-,201,92,30,0,Tennessee,312,568,85,80,77,81,69,55,85,87,2924,90,82,68,82,91,95,78,79,61,80,95,90,79,89,55,80,78,75,74,80,82,82,80,80,85,77,55,79,78,44,79,80,65,75,48,62,All-Time
Larry Hughes,86,United States,All-Time Washington Wizards,Scoring Machine,SG,PG,196,83,20,0,Saint Louis,333,595,86,76,59,80,73,43,74,86,2743,83,88,85,80,90,90,75,80,49,70,90,86,79,90,25,40,30,72,40,82,94,80,85,80,81,72,34,75,94,45,75,85,94,80,34,51,All-Time
LeBron James,99,United States,All-Decade 2010s All-Stars,All-Around 2-Way,SF,PF,203,113,23,0,St. Vincent–St. Mary High School,3,7,91,95,88,92,85,71,98,99,3387,96,91,87,75,98,98,95,94,92,94,98,95,97,98,70,95,74,84,89,96,98,87,89,90,96,96,80,99,62,52,96,93,97,98,57,84,All-Time
Stephen Curry,97,United States,All-Decade 2010s All-Stars,All-Around 2-Way,PG,-,191,86,30,1,Davidson,26,71,95,84,58,95,71,50,88,97,2946,90,93,99,91,98,98,85,94,48,78,98,98,86,97,25,36,35,52,35,84,98,96,99,93,97,88,30,85,77,37,85,82,95,80,42,57,All-Time
Kevin Durant,97,United States,All-Decade 2010s All-Stars,Scoring Machine,SF,PF,206,108,35,3,Texas,29,76,95,81,82,79,75,63,80,97,3094,95,97,94,88,98,98,86,85,55,84,94,75,89,98,60,80,70,88,83,88,91,75,88,85,78,71,68,79,61,77,86,77,75,75,39,87,All-Time
Chris Paul,97,United States,All-Decade 2010s All-Stars,All-Around 2-Way,PG,-,183,79,3,5,Wake Forest,30,79,93,87,59,97,85,50,80,97,3074,98,95,83,85,98,98,96,96,68,88,97,85,77,97,25,27,40,55,48,88,95,96,95,96,98,98,65,98,98,35,96,93,96,95,39,60,All-Time
Kawhi Leonard,97,United States,All-Decade 2010s All-Stars,2-Way Scoring Machine,SF,PF,201,104,2,9,San Diego State,32,83,91,84,80,78,89,64,70,97,3162,94,87,83,85,96,98,81,76,75,79,94,98,82,93,55,86,50,88,85,88,98,79,89,79,78,63,79,99,92,50,97,97,97,98,50,77,All-Time
James Harden,96,United States,All-Decade 2010s All-Stars,Offensive Threat,SG,PG,196,99,13,1,Arizona State,36,98,92,90,79,91,70,54,98,96,3125,95,86,85,88,98,99,89,89,74,87,98,97,95,98,35,84,60,84,76,98,98,82,98,89,98,86,62,71,83,56,75,63,82,65,38,70,All-Time
Giannis Antetokounmpo,96,Greece,All-Decade 2010s All-Stars,2-Way Slashing Playmaker,SF,SG,211,100,34,7,Greece,40,112,79,88,88,84,86,85,85,96,3256,66,73,68,73,98,98,90,87,70,85,98,95,89,98,85,95,76,74,83,97,95,81,89,86,90,75,86,95,70,80,93,89,88,90,74,96,All-Time
Dwyane Wade,95,United States,All-Decade 2010s All-Stars,2-Way Slashing Playmaker,SG,-,193,99,3,0,Marquette,46,127,88,89,76,89,79,57,75,97,3117,93,93,78,78,90,95,90,90,70,87,98,95,92,97,35,85,57,74,74,85,97,88,90,89,95,82,67,91,77,55,87,85,88,85,52,61,All-Time
Derrick Rose,95,United States,All-Decade 2010s All-Stars,Slashing Playmaker,PG,-,191,86,1,2,Memphis,48,138,90,91,72,92,70,49,98,95,3058,88,90,78,86,98,98,98,98,70,96,98,95,83,97,25,95,55,55,55,92,98,88,98,98,96,82,50,76,78,37,87,77,78,75,39,58,All-Time
Russell Westbrook,95,United States,All-Decade 2010s All-Stars,2-Way Slashing Playmaker,PG,-,191,90,0,2,UCLA,49,139,87,93,76,93,74,79,98,95,3184,76,84,79,85,98,98,98,96,77,92,98,98,91,98,30,90,45,76,73,97,98,78,97,98,95,98,42,85,71,47,89,86,85,85,65,93,All-Time
Anthony Davis,94,United States,All-Decade 2010s All-Stars,Paint Beast,C,PF,208,114,23,8,Kentucky,63,186,87,86,93,67,82,92,98,94,3238,94,80,76,79,97,98,79,78,87,86,97,96,78,94,95,86,93,93,89,96,98,60,68,67,72,68,95,67,66,88,71,95,82,95,89,94,All-Time
Carmelo Anthony,94,United States,All-Decade 2010s All-Stars,Scoring Machine,SF,PF,203,108,7,7,Syracuse,66,193,92,86,78,77,67,64,90,94,3007,88,96,87,86,98,98,94,93,82,74,98,82,79,78,55,85,74,93,85,74,80,74,94,80,72,63,74,73,61,47,74,73,72,60,41,86,All-Time
Dwight Howard,94,United States,All-Decade 2010s All-Stars,Paint Beast,C,-,211,119,12,0,SW Atlanta Academy (GA),70,203,69,91,89,44,86,99,50,94,3016,97,28,25,67,98,98,88,78,98,95,98,95,86,85,98,97,97,53,95,95,95,33,53,25,74,33,97,69,78,96,66,98,88,98,99,99,All-Time
Kobe Bryant,99,United States,All-Decade 2000s All-Stars,All-Around 2-Way,SG,SF,198,92,24,0,Lower Merion High School,7,15,93,87,80,89,83,55,70,99,3202,96,98,85,85,97,99,93,91,70,92,98,85,83,98,35,95,57,97,68,92,97,95,92,88,95,75,63,99,67,51,97,98,95,97,51,59,All-Time
Tim Duncan,99,U.S. Virgin Islands,All-Decade 2000s All-Stars,2-Way Mid-Range Finisher,PF,C,211,115,21,0,Wake Forest,8,16,88,86,87,59,86,95,70,99,3170,95,95,75,67,98,98,66,63,96,80,98,98,98,78,80,65,98,93,98,89,98,68,58,40,81,49,99,68,74,96,64,99,92,98,90,99,All-Time
Kevin Garnett,99,United States,All-Decade 2000s All-Stars,2-Way Mid-Range Finisher,PF,C,211,99,21,0,Mauldin High School,9,17,89,84,91,66,77,97,60,99,3145,97,94,69,79,98,98,78,68,84,87,96,86,88,82,97,88,94,95,98,82,90,68,72,35,85,72,93,57,65,80,54,89,85,90,94,99,All-Time
LeBron James,98,United States,All-Decade 2000s All-Stars,All-Around 2-Way,SF,PF,203,113,23,0,St. Vincent–St. Mary High School,13,27,86,93,87,86,80,59,85,98,3235,88,82,82,69,98,98,94,92,94,97,98,80,97,98,70,98,74,84,87,85,98,85,88,93,90,74,76,79,67,52,94,94,90,90,45,72,All-Time
Dirk Nowitzki,98,Germany,All-Decade 2000s All-Stars,2-Way 3-Level Scorer,PF,C,216,110,41,0,Germany,14,32,97,81,85,61,65,91,75,98,3003,98,98,96,92,98,98,63,63,88,75,98,95,82,78,70,50,93,99,98,92,98,69,62,25,89,60,80,46,50,78,43,80,70,75,89,92,All-Time
Shaquille O’Neal,98,United States,All-Decade 2000s All-Stars,Paint Beast,C,PF,216,146,34,0,LSU,18,39,70,91,92,65,86,99,70,98,3174,98,37,26,62,99,98,78,74,99,95,98,98,98,98,99,98,98,50,98,98,98,64,72,40,96,51,99,60,80,98,56,99,98,98,99,99,All-Time
Allen Iverson,97,United States,All-Decade 2000s All-Stars,All-Around 2-Way,SG,PG,183,74,3,0,Allen Iverson,20,58,92,93,63,91,77,45,98,97,3059,90,94,84,87,98,98,98,98,65,97,98,97,98,98,25,65,25,60,33,97,98,93,99,98,90,76,31,92,96,37,90,83,96,91,39,50,All-Time
Steve Nash,97,Canada,All-Decade 2000s All-Stars,All-Around 2-Way,PG,-,191,88,13,0,Santa Clara,24,66,95,82,52,97,71,45,98,97,2892,94,94,94,91,98,98,93,93,50,65,98,95,82,97,25,25,28,25,30,84,98,98,96,94,99,98,26,84,85,30,87,81,92,80,42,48,All-Time
Dwyane Wade,97,United States,All-Decade 2000s All-Stars,2-Way Slashing Playmaker,SG,-,193,99,3,0,Marquette,31,81,91,91,76,93,82,57,75,97,3193,97,96,78,78,97,98,96,96,70,90,98,95,92,97,35,85,57,74,68,95,97,95,95,98,95,84,68,95,77,55,92,83,92,90,52,61,All-Time
Vince Carter,96,United States,All-Decade 2000s All-Stars,2-Way Scoring Machine,SF,SG,198,99,15,2,UNC,39,111,92,88,81,82,75,57,85,96,3120,91,92,90,83,98,98,90,89,65,99,98,95,79,93,80,99,46,78,67,88,98,82,88,85,85,70,61,83,63,61,85,78,88,80,55,59,All-Time
Tracy McGrady,95,United States,All-Decade 2000s All-Stars,All-Around 2-Way,SG,PG,203,95,1,0,Mount Zion Christian Academy,50,143,91,85,82,88,75,51,95,95,3125,92,95,91,80,90,98,91,90,68,98,98,80,73,94,75,95,61,84,74,74,98,82,92,85,84,95,67,85,62,47,82,85,84,85,38,63,All-Time
